mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
x,y,z,,,,
373,1,1,total,flux,0.08657453923560972,0.0005232820909135453
373,1,1,total,"(n,Xt)",0.0,0.0
373,1,1,total,heating-local,0.0,0.0
373,1,1,total,absorption,0.009389902348962115,0.0011419946236533765
374,1,1,total,flux,0.08944604213454212,0.0004882006141490043
374,1,1,total,"(n,Xt)",0.0,0.0
374,1,1,total,heating-local,0.0,0.0
374,1,1,total,absorption,0.009342998437981406,0.0010531712764588368
375,1,1,total,flux,0.09296146339457086,0.0004642542683774107
375,1,1,total,"(n,Xt)",0.0,0.0
375,1,1,total,heating-local,0.0,0.0
375,1,1,total,absorption,0.008847538625067142,0.0009422912449911772
376,1,1,total,flux,0.09643510112564725,0.0005044024061973398
376,1,1,total,"(n,Xt)",0.0,0.0
376,1,1,total,heating-local,0.0,0.0
376,1,1,total,absorption,0.008626721702556923,0.000656677408525255
377,1,1,total,flux,0.10022044416527728,0.0004939023887410393
377,1,1,total,"(n,Xt)",0.0,0.0
377,1,1,total,heating-local,0.0,0.0
377,1,1,total,absorption,0.008856074247272234,0.00045247790411839914
378,1,1,total,flux,0.10433866447201923,0.00047602969951764194
378,1,1,total,"(n,Xt)",0.0,0.0
378,1,1,total,heating-local,0.0,0.0
378,1,1,total,absorption,0.008893748084096913,0.00036936163857207127
379,1,1,total,flux,0.10871940026741977,0.00037919784670004147
379,1,1,total,"(n,Xt)",0.0,0.0
379,1,1,total,heating-local,0.0,0.0
379,1,1,total,absorption,0.00927037550207071,0.00053847366045984
380,1,1,total,flux,0.11349247551040083,0.00037891018882964006
380,1,1,total,"(n,Xt)",0.0,0.0
380,1,1,total,heating-local,0.0,0.0
380,1,1,total,absorption,0.009755146370097688,0.0008545916311201877
381,1,1,total,flux,0.11955070899501759,0.0005346638472383871
381,1,1,total,"(n,Xt)",0.0,0.0
381,1,1,total,heating-local,0.0,0.0
381,1,1,total,absorption,0.01020949508186415,0.0009863697215866606
382,1,1,total,flux,0.12571837234739175,0.00039563680061995964
382,1,1,total,"(n,Xt)",0.0,0.0
382,1,1,total,heating-local,0.0,0.0
382,1,1,total,absorption,0.009625152889698717,0.000955060220363815
383,1,1,total,flux,0.13236679150373673,0.00035765619312039997
383,1,1,total,"(n,Xt)",0.0,0.0
383,1,1,total,heating-local,0.0,0.0
383,1,1,total,absorption,0.009153629899724057,0.0008396009987223366
384,1,1,total,flux,0.13990581203926042,0.00031451596185795723
384,1,1,total,"(n,Xt)",0.0,0.0
384,1,1,total,heating-local,0.0,0.0
384,1,1,total,absorption,0.010867599835942859,0.001406632780445403
385,1,1,total,flux,0.14779076327252766,0.00025827391551959573
385,1,1,total,"(n,Xt)",0.0,0.0
385,1,1,total,heating-local,0.0,0.0
385,1,1,total,absorption,0.00919824920923565,0.0009910967777621879
386,1,1,total,flux,0.15770780207366963,0.00020368655434637839
386,1,1,total,"(n,Xt)",0.0,0.0
386,1,1,total,heating-local,0.0,0.0
386,1,1,total,absorption,0.009364987570710023,0.0011455998639998447
387,1,1,total,flux,0.16820132765237142,0.0004092314816606219
387,1,1,total,"(n,Xt)",0.0,0.0
387,1,1,total,heating-local,0.0,0.0
387,1,1,total,absorption,0.008307198593614815,0.0009031658044638264
388,1,1,total,flux,0.179597615933496,0.0005982568365186343
388,1,1,total,"(n,Xt)",0.0,0.0
388,1,1,total,heating-local,0.0,0.0
388,1,1,total,absorption,0.009319618476550353,0.0014538152823853317
389,1,1,total,flux,0.19339213862955057,0.0005210280330656932
389,1,1,total,"(n,Xt)",0.0,0.0
389,1,1,total,heating-local,0.0,0.0
389,1,1,total,absorption,0.008658948523807927,0.0008132235696391834
390,1,1,total,flux,0.20959698928388093,0.0004612803138407331
390,1,1,total,"(n,Xt)",0.0,0.0
390,1,1,total,heating-local,0.0,0.0
390,1,1,total,absorption,0.008383545278269308,0.0009058977055636722
391,1,1,total,flux,0.22847331702339596,0.0010140556034372705
391,1,1,total,"(n,Xt)",0.0,0.0
391,1,1,total,heating-local,0.0,0.0
391,1,1,total,absorption,0.01014580132710981,0.0015624781156601249
392,1,1,total,flux,0.25125045929379936,0.0007634670405997721
392,1,1,total,"(n,Xt)",0.0,0.0
392,1,1,total,heating-local,0.0,0.0
392,1,1,total,absorption,0.01029104589797407,0.0013137438511218826
393,1,1,total,flux,0.2779679868595095,0.0009187232124599716
393,1,1,total,"(n,Xt)",0.0,0.0
393,1,1,total,heating-local,0.0,0.0
393,1,1,total,absorption,0.009052753967593252,0.001340444116941077
394,1,1,total,flux,0.3108060407666243,0.0010310487586598868
394,1,1,total,"(n,Xt)",0.0,0.0
394,1,1,total,heating-local,0.0,0.0
394,1,1,total,absorption,0.011749728295301746,0.0019872950793391637
395,1,1,total,flux,0.3517419832014773,0.0011805866303312722
395,1,1,total,"(n,Xt)",0.0,0.0
395,1,1,total,heating-local,0.0,0.0
395,1,1,total,absorption,0.013247074541804802,0.0034280782087493995
396,1,1,total,flux,0.40552886768858576,0.0013151666640503277
396,1,1,total,"(n,Xt)",0.0,0.0
396,1,1,total,heating-local,0.0,0.0
396,1,1,total,absorption,0.01699119690802812,0.003474223597487929
397,1,1,total,flux,0.47410722194441135,0.0015977069465105875
397,1,1,total,"(n,Xt)",0.0,0.0
397,1,1,total,heating-local,0.0,0.0
397,1,1,total,absorption,0.014562444380389086,0.003339399218708054
398,1,1,total,flux,0.5812107795732826,0.0015154988877672554
398,1,1,total,"(n,Xt)",0.0,0.0
398,1,1,total,heating-local,0.0,0.0
398,1,1,total,absorption,0.01375306966915138,0.0033402971418988615
399,1,1,total,flux,0.7881832470383726,0.0021682665555209798
399,1,1,total,"(n,Xt)",0.0,0.0
399,1,1,total,heating-local,0.0,0.0
399,1,1,total,absorption,0.013020316292127576,0.0033672566168542737
400,1,1,total,flux,1.13779070583576,0.0022125026212912752
400,1,1,total,"(n,Xt)",0.0,0.0
400,1,1,total,heating-local,0.0,0.0
400,1,1,total,absorption,0.012641200017358961,0.003436889299171656
401,1,1,total,flux,0.7040594551152835,0.0017824155941369624
401,1,1,total,"(n,Xt)",0.0,0.0
401,1,1,total,heating-local,0.0,0.0
401,1,1,total,absorption,0.012059802963215004,0.00350148479196062
402,1,1,total,flux,0.5458409787928672,0.0014197796477100758
402,1,1,total,"(n,Xt)",0.0,0.0
402,1,1,total,heating-local,0.0,0.0
402,1,1,total,absorption,0.012180663969405328,0.0034950906027016093
403,1,1,total,flux,0.4544056018744695,0.001227170466522728
403,1,1,total,"(n,Xt)",0.0,0.0
403,1,1,total,heating-local,0.0,0.0
403,1,1,total,absorption,0.013119091707850371,0.0036326281828438023
404,1,1,total,flux,0.3910297479493884,0.0012955944371581959
404,1,1,total,"(n,Xt)",0.0,0.0
404,1,1,total,heating-local,0.0,0.0
404,1,1,total,absorption,0.014840787478497815,0.00392705003114738
405,1,1,total,flux,0.34305722758420715,0.0008991920724283841
405,1,1,total,"(n,Xt)",0.0,0.0
405,1,1,total,heating-local,0.0,0.0
405,1,1,total,absorption,0.012996150020534874,0.003420702244947168
406,1,1,total,flux,0.30510852421495277,0.0007790820147732862
406,1,1,total,"(n,Xt)",0.0,0.0
406,1,1,total,heating-local,0.0,0.0
406,1,1,total,absorption,0.011864148730405717,0.003414228853374607
407,1,1,total,flux,0.27482174418409316,0.0007004306803557342
407,1,1,total,"(n,Xt)",0.0,0.0
407,1,1,total,heating-local,0.0,0.0
407,1,1,total,absorption,0.01093675105437989,0.001311802211594971
408,1,1,total,flux,0.25009214360691023,0.0006853901852107036
408,1,1,total,"(n,Xt)",0.0,0.0
408,1,1,total,heating-local,0.0,0.0
408,1,1,total,absorption,0.01083970056403736,0.0010259326550319974
409,1,1,total,flux,0.22959569098728502,0.0005064400347164437
409,1,1,total,"(n,Xt)",0.0,0.0
409,1,1,total,heating-local,0.0,0.0
409,1,1,total,absorption,0.011369331065252675,0.001118694274962259
410,1,1,total,flux,0.21191491826717362,0.0006842077043012225
410,1,1,total,"(n,Xt)",0.0,0.0
410,1,1,total,heating-local,0.0,0.0
410,1,1,total,absorption,0.011550213698342837,0.0012591204982213137
411,1,1,total,flux,0.19725571568177178,0.000744670460800234
411,1,1,total,"(n,Xt)",0.0,0.0
411,1,1,total,heating-local,0.0,0.0
411,1,1,total,absorption,0.011722728975610455,0.0013108431472542207
412,1,1,total,flux,0.18427446025094932,0.000539203386660693
412,1,1,total,"(n,Xt)",0.0,0.0
412,1,1,total,heating-local,0.0,0.0
412,1,1,total,absorption,0.010631078843194402,0.001039336434662352
413,1,1,total,flux,0.17322762805062727,0.0005100391066851107
413,1,1,total,"(n,Xt)",0.0,0.0
413,1,1,total,heating-local,0.0,0.0
413,1,1,total,absorption,0.010233111296424562,0.0008787606618766487
414,1,1,total,flux,0.16340897787892655,0.00046539136442047617
414,1,1,total,"(n,Xt)",0.0,0.0
414,1,1,total,heating-local,0.0,0.0
414,1,1,total,absorption,0.011134373461736301,0.00114813622266097
415,1,1,total,flux,0.15460652185704615,0.00044093920046297554
415,1,1,total,"(n,Xt)",0.0,0.0
415,1,1,total,heating-local,0.0,0.0
415,1,1,total,absorption,0.011004960912365124,0.0010700583228531156
416,1,1,total,flux,0.1465892850337987,0.0005553761903321937
416,1,1,total,"(n,Xt)",0.0,0.0
416,1,1,total,heating-local,0.0,0.0
416,1,1,total,absorption,0.011854696626545737,0.0016934391984123572
417,1,1,total,flux,0.1397745279127752,0.0005799128902588081
417,1,1,total,"(n,Xt)",0.0,0.0
417,1,1,total,heating-local,0.0,0.0
417,1,1,total,absorption,0.01943902383059864,0.008679775031980022
418,1,1,total,flux,0.13330850309847855,0.0004842697835199771
418,1,1,total,"(n,Xt)",0.0,0.0
418,1,1,total,heating-local,0.0,0.0
418,1,1,total,absorption,0.01934320415787142,0.008650406509805884
419,1,1,total,flux,0.12744043481163575,0.00038799113565380613
419,1,1,total,"(n,Xt)",0.0,0.0
419,1,1,total,heating-local,0.0,0.0
419,1,1,total,absorption,0.019639368941122275,0.008620945395844671
420,1,1,total,flux,0.1223710751207788,0.00028113125372911877
420,1,1,total,"(n,Xt)",0.0,0.0
420,1,1,total,heating-local,0.0,0.0
420,1,1,total,absorption,0.021312687848485036,0.008601330513890925
421,1,1,total,flux,0.11767357682802122,0.00041095324194252405
421,1,1,total,"(n,Xt)",0.0,0.0
421,1,1,total,heating-local,0.0,0.0
421,1,1,total,absorption,0.01963487238829307,0.008596433025087818
422,1,1,total,flux,0.11372818394523494,0.00027236213957052246
422,1,1,total,"(n,Xt)",0.0,0.0
422,1,1,total,heating-local,0.0,0.0
422,1,1,total,absorption,0.019786025620938872,0.008372964756710384
423,1,1,total,flux,0.10972682055987411,0.00031497260595081443
423,1,1,total,"(n,Xt)",0.0,0.0
423,1,1,total,heating-local,0.0,0.0
423,1,1,total,absorption,0.01614430999528393,0.0045398806243764096
424,1,1,total,flux,0.10571028780382385,0.00035169770175356074
424,1,1,total,"(n,Xt)",0.0,0.0
424,1,1,total,heating-local,0.0,0.0
424,1,1,total,absorption,0.009881937843450778,0.0010595962580992207
425,1,1,total,flux,0.10286811569178247,0.000358348782577837
425,1,1,total,"(n,Xt)",0.0,0.0
425,1,1,total,heating-local,0.0,0.0
425,1,1,total,absorption,0.009770985582031344,0.001025892869661608
426,1,1,total,flux,0.10048491355181097,0.0002881418232473759
426,1,1,total,"(n,Xt)",0.0,0.0
426,1,1,total,heating-local,0.0,0.0
426,1,1,total,absorption,0.010452720139317067,0.0011347873479241053
427,1,1,total,flux,0.0978453665316747,0.0005859235108098765
427,1,1,total,"(n,Xt)",0.0,0.0
427,1,1,total,heating-local,0.0,0.0
427,1,1,total,absorption,0.01105723960652586,0.0013225675016182525
428,1,1,total,flux,0.09532967458878076,0.0004597870235248852
428,1,1,total,"(n,Xt)",0.0,0.0
428,1,1,total,heating-local,0.0,0.0
428,1,1,total,absorption,0.010717766850588808,0.0008625428740050839
429,1,1,total,flux,0.09257385180227565,0.0002487813653287407
429,1,1,total,"(n,Xt)",0.0,0.0
429,1,1,total,heating-local,0.0,0.0
429,1,1,total,absorption,0.011717283328847607,0.0010316614275340987
430,1,1,total,flux,0.09040233334068473,0.00032313797535383695
430,1,1,total,"(n,Xt)",0.0,0.0
430,1,1,total,heating-local,0.0,0.0
430,1,1,total,absorption,0.012808623217540237,0.0014299243155028237
431,1,1,total,flux,0.08825302012620888,0.00033652507905088423
431,1,1,total,"(n,Xt)",0.0,0.0
431,1,1,total,heating-local,0.0,0.0
431,1,1,total,absorption,0.010607683844013824,0.0009292705258058711
432,1,1,total,flux,0.08629794225810972,0.0003622079649945572
432,1,1,total,"(n,Xt)",0.0,0.0
432,1,1,total,heating-local,0.0,0.0
432,1,1,total,absorption,0.010933605657341427,0.001064244359830004
433,1,1,total,flux,0.0843912782117515,0.00043703686779760333
433,1,1,total,"(n,Xt)",0.0,0.0
433,1,1,total,heating-local,0.0,0.0
433,1,1,total,absorption,0.011850303347279111,0.001273942516484601
434,1,1,total,flux,0.08287261632240048,0.0003877835370958309
434,1,1,total,"(n,Xt)",0.0,0.0
434,1,1,total,heating-local,0.0,0.0
434,1,1,total,absorption,0.011709636050626663,0.0009140448848903793
435,1,1,total,flux,0.08071997532442217,0.0004854302737644142
435,1,1,total,"(n,Xt)",0.0,0.0
435,1,1,total,heating-local,0.0,0.0
435,1,1,total,absorption,0.011616245607212281,0.0012699352662550003
436,1,1,total,flux,0.07955773144100979,0.0004066522462091794
436,1,1,total,"(n,Xt)",0.0,0.0
436,1,1,total,heating-local,0.0,0.0
436,1,1,total,absorption,0.012232986360765686,0.0012477160812525826
437,1,1,total,flux,0.07827110603386658,0.0004248835672727334
437,1,1,total,"(n,Xt)",0.0,0.0
437,1,1,total,heating-local,0.0,0.0
437,1,1,total,absorption,0.05741734382622747,0.04475859529564382
438,1,1,total,flux,0.07705296150239839,0.0005295945023483844
438,1,1,total,"(n,Xt)",0.0,0.0
438,1,1,total,heating-local,0.0,0.0
438,1,1,total,absorption,0.01094526873720197,0.0012200778693169172
439,1,1,total,flux,0.07562954251719159,0.0003795998583618099
439,1,1,total,"(n,Xt)",0.0,0.0
439,1,1,total,heating-local,0.0,0.0
439,1,1,total,absorption,0.010451337848409601,0.000858149732942642
440,1,1,total,flux,0.07427866297365587,0.00019972836341689568
440,1,1,total,"(n,Xt)",0.0,0.0
440,1,1,total,heating-local,0.0,0.0
440,1,1,total,absorption,0.010184122369865971,0.0006199199984276358
441,1,1,total,flux,0.07316491689447749,0.00039944924072470104
441,1,1,total,"(n,Xt)",0.0,0.0
441,1,1,total,heating-local,0.0,0.0
441,1,1,total,absorption,0.009935690767456278,0.0005572481561037488
442,1,1,total,flux,0.07226866702269641,0.00038787045105381925
442,1,1,total,"(n,Xt)",0.0,0.0
442,1,1,total,heating-local,0.0,0.0
442,1,1,total,absorption,0.009887091068974249,0.000781301353019679
443,1,1,total,flux,0.07108662035844313,0.00036366606916829567
443,1,1,total,"(n,Xt)",0.0,0.0
443,1,1,total,heating-local,0.0,0.0
443,1,1,total,absorption,0.010247563680557492,0.001204469008008612
444,1,1,total,flux,0.07027792168551246,0.0005824231022734765
444,1,1,total,"(n,Xt)",0.0,0.0
444,1,1,total,heating-local,0.0,0.0
444,1,1,total,absorption,0.010669980062933133,0.0011887106268352455
445,1,1,total,flux,0.06913776851176588,0.00052393124482569
445,1,1,total,"(n,Xt)",0.0,0.0
445,1,1,total,heating-local,0.0,0.0
445,1,1,total,absorption,0.01120515095904329,0.0013103813172957869
446,1,1,total,flux,0.06844783555853343,0.0005357845920075662
446,1,1,total,"(n,Xt)",0.0,0.0
446,1,1,total,heating-local,0.0,0.0
446,1,1,total,absorption,0.013519944301201464,0.00412129737510296
447,1,1,total,flux,0.06792055135329308,0.0004015967885757178
447,1,1,total,"(n,Xt)",0.0,0.0
447,1,1,total,heating-local,0.0,0.0
447,1,1,total,absorption,0.012896154853351216,0.004123515217413323
448,1,1,total,flux,0.06772218609910008,0.0004950240966896921
448,1,1,total,"(n,Xt)",0.0,0.0
448,1,1,total,heating-local,0.0,0.0
448,1,1,total,absorption,0.013440006898024515,0.004152836220377599
449,1,1,total,flux,0.06697326008467556,0.0005147233811094674
449,1,1,total,"(n,Xt)",0.0,0.0
449,1,1,total,heating-local,0.0,0.0
449,1,1,total,absorption,0.015179473362183596,0.00434443115203819
450,1,1,total,flux,0.06618814154865073,0.00069685745320544
450,1,1,total,"(n,Xt)",0.0,0.0
450,1,1,total,heating-local,0.0,0.0
450,1,1,total,absorption,0.01473773545521917,0.004174860335931884
451,1,1,total,flux,0.06546563072319825,0.0005235354397560617
451,1,1,total,"(n,Xt)",0.0,0.0
451,1,1,total,heating-local,0.0,0.0
451,1,1,total,absorption,0.015081685891551278,0.004351939178142297
452,1,1,total,flux,0.06512287801744647,0.0003692593954786259
452,1,1,total,"(n,Xt)",0.0,0.0
452,1,1,total,heating-local,0.0,0.0
452,1,1,total,absorption,0.016595620504028852,0.004607546028016366
453,1,1,total,flux,0.06417075628044625,0.000369964166030739
453,1,1,total,"(n,Xt)",0.0,0.0
453,1,1,total,heating-local,0.0,0.0
453,1,1,total,absorption,0.016702590340202366,0.004410550541025346
454,1,1,total,flux,0.06342880178663897,0.0004637712435185603
454,1,1,total,"(n,Xt)",0.0,0.0
454,1,1,total,heating-local,0.0,0.0
454,1,1,total,absorption,0.017130447875946538,0.004026187152088142
455,1,1,total,flux,0.06252947958743996,0.0004530558206229288
455,1,1,total,"(n,Xt)",0.0,0.0
455,1,1,total,heating-local,0.0,0.0
455,1,1,total,absorption,0.01640229435784992,0.0037392905736364584
456,1,1,total,flux,0.06187409750980048,0.00038748624562749435
456,1,1,total,"(n,Xt)",0.0,0.0
456,1,1,total,heating-local,0.0,0.0
456,1,1,total,absorption,0.01720126519080299,0.0035809665144566865
457,1,1,total,flux,0.06193302398254434,0.0002993370268713463
457,1,1,total,"(n,Xt)",0.0,0.0
457,1,1,total,heating-local,0.0,0.0
457,1,1,total,absorption,0.017541842663466294,0.0035671565515647415
458,1,1,total,flux,0.061685154929888374,0.00041671368512472446
458,1,1,total,"(n,Xt)",0.0,0.0
458,1,1,total,heating-local,0.0,0.0
458,1,1,total,absorption,0.017572352707175224,0.004068038198120158
459,1,1,total,flux,0.06193497515168818,0.0003832825564568369
459,1,1,total,"(n,Xt)",0.0,0.0
459,1,1,total,heating-local,0.0,0.0
459,1,1,total,absorption,0.015137165777834,0.004098529141992488
460,1,1,total,flux,0.06152866660390286,0.000537002107961691
460,1,1,total,"(n,Xt)",0.0,0.0
460,1,1,total,heating-local,0.0,0.0
460,1,1,total,absorption,0.015112540281670939,0.004226060537430879
461,1,1,total,flux,0.060486942243108424,0.0005518411823413146
461,1,1,total,"(n,Xt)",0.0,0.0
461,1,1,total,heating-local,0.0,0.0
461,1,1,total,absorption,0.024461386659620422,0.006454083135236777
462,1,1,total,flux,0.05997902738784694,0.0003771732995502017
462,1,1,total,"(n,Xt)",0.0,0.0
462,1,1,total,heating-local,0.0,0.0
462,1,1,total,absorption,0.02761948965297149,0.008175943887008943
463,1,1,total,flux,0.059937660764208534,0.0004524009093108063
463,1,1,total,"(n,Xt)",0.0,0.0
463,1,1,total,heating-local,0.0,0.0
463,1,1,total,absorption,0.027162555290243612,0.008604226891695247
464,1,1,total,flux,0.05969677745404517,0.0004633705817809562
464,1,1,total,"(n,Xt)",0.0,0.0
464,1,1,total,heating-local,0.0,0.0
464,1,1,total,absorption,0.028607684376220726,0.00870855297350677
465,1,1,total,flux,0.0599811176139459,0.0004165437040657789
465,1,1,total,"(n,Xt)",0.0,0.0
465,1,1,total,heating-local,0.0,0.0
465,1,1,total,absorption,0.028784086983218687,0.00882243485014422
466,1,1,total,flux,0.05957932716085633,0.0002820579416865458
466,1,1,total,"(n,Xt)",0.0,0.0
466,1,1,total,heating-local,0.0,0.0
466,1,1,total,absorption,0.02977777023908586,0.00846071061918446
467,1,1,total,flux,0.05958223782743988,0.0004048917045863087
467,1,1,total,"(n,Xt)",0.0,0.0
467,1,1,total,heating-local,0.0,0.0
467,1,1,total,absorption,0.029710013762312016,0.008151142111466635
468,1,1,total,flux,0.058695972562078744,0.0002618226356201698
468,1,1,total,"(n,Xt)",0.0,0.0
468,1,1,total,heating-local,0.0,0.0
468,1,1,total,absorption,0.030485645846172173,0.008121045444929023
469,1,1,total,flux,0.05838877290834684,0.0003860326483197566
469,1,1,total,"(n,Xt)",0.0,0.0
469,1,1,total,heating-local,0.0,0.0
469,1,1,total,absorption,0.02856709485327536,0.007547928167294774
470,1,1,total,flux,0.05871935095108185,0.0003388180946858834
470,1,1,total,"(n,Xt)",0.0,0.0
470,1,1,total,heating-local,0.0,0.0
470,1,1,total,absorption,0.021829287745166764,0.0047592539713098014
471,1,1,total,flux,0.05786794359813093,0.00042652650876425505
471,1,1,total,"(n,Xt)",0.0,0.0
471,1,1,total,heating-local,0.0,0.0
471,1,1,total,absorption,0.017992549692349487,0.003998434303500973
472,1,1,total,flux,0.05814138893718744,0.0005429193034469135
472,1,1,total,"(n,Xt)",0.0,0.0
472,1,1,total,heating-local,0.0,0.0
472,1,1,total,absorption,0.018192030756143118,0.0035540097219202145
473,1,1,total,flux,0.057561648072281354,0.0004806451512811535
473,1,1,total,"(n,Xt)",0.0,0.0
473,1,1,total,heating-local,0.0,0.0
473,1,1,total,absorption,0.017873933315547742,0.0037015031676855626
474,1,1,total,flux,0.05766256102439116,0.00041905970010266616
474,1,1,total,"(n,Xt)",0.0,0.0
474,1,1,total,heating-local,0.0,0.0
474,1,1,total,absorption,0.017190468286867145,0.0024614186534759946
475,1,1,total,flux,0.05785075146160897,0.00026436856375057765
475,1,1,total,"(n,Xt)",0.0,0.0
475,1,1,total,heating-local,0.0,0.0
475,1,1,total,absorption,0.01656922516661017,0.0016954839894766185
476,1,1,total,flux,0.05753986486935749,0.00036724096004899014
476,1,1,total,"(n,Xt)",0.0,0.0
476,1,1,total,heating-local,0.0,0.0
476,1,1,total,absorption,0.019629372782216357,0.005128601971117213
477,1,1,total,flux,0.05765542848293387,0.0003977454796845698
477,1,1,total,"(n,Xt)",0.0,0.0
477,1,1,total,heating-local,0.0,0.0
477,1,1,total,absorption,0.020956630257375687,0.0065005253662917956
478,1,1,total,flux,0.05716102068730189,0.0003889441556953504
478,1,1,total,"(n,Xt)",0.0,0.0
478,1,1,total,heating-local,0.0,0.0
478,1,1,total,absorption,0.021865371080766305,0.005563663985562224
479,1,1,total,flux,0.057117522768450855,0.0005211158567440745
479,1,1,total,"(n,Xt)",0.0,0.0
479,1,1,total,heating-local,0.0,0.0
479,1,1,total,absorption,0.01936627217828688,0.004675341681908825
480,1,1,total,flux,0.056451000083031944,0.0005990206267380028
480,1,1,total,"(n,Xt)",0.0,0.0
480,1,1,total,heating-local,0.0,0.0
480,1,1,total,absorption,0.018312096937902696,0.0033526707533848323
481,1,1,total,flux,0.056547691650896514,0.0006118111085790032
481,1,1,total,"(n,Xt)",0.0,0.0
481,1,1,total,heating-local,0.0,0.0
481,1,1,total,absorption,0.016574920097992562,0.00212761262530946
482,1,1,total,flux,0.05671367234214737,0.0004297565530939397
482,1,1,total,"(n,Xt)",0.0,0.0
482,1,1,total,heating-local,0.0,0.0
482,1,1,total,absorption,0.014582127296178648,0.0016985009610664252
483,1,1,total,flux,0.056855229738549576,0.00048708387254948213
483,1,1,total,"(n,Xt)",0.0,0.0
483,1,1,total,heating-local,0.0,0.0
483,1,1,total,absorption,0.01476144517912524,0.0017644314696739786
484,1,1,total,flux,0.05642041706867681,0.0004128099897625606
484,1,1,total,"(n,Xt)",0.0,0.0
484,1,1,total,heating-local,0.0,0.0
484,1,1,total,absorption,0.01603414812752794,0.0019089891997266777
485,1,1,total,flux,0.057120197711383304,0.00047540747475703984
485,1,1,total,"(n,Xt)",0.0,0.0
485,1,1,total,heating-local,0.0,0.0
485,1,1,total,absorption,0.016347932039775345,0.0020246644309019086
486,1,1,total,flux,0.056882648014242795,0.000542557396414915
486,1,1,total,"(n,Xt)",0.0,0.0
486,1,1,total,heating-local,0.0,0.0
486,1,1,total,absorption,0.016925743891983466,0.0019754191646349766
487,1,1,total,flux,0.056948538852284035,0.0005114738770215541
487,1,1,total,"(n,Xt)",0.0,0.0
487,1,1,total,heating-local,0.0,0.0
487,1,1,total,absorption,0.01702696432100596,0.0020503415668876447
488,1,1,total,flux,0.05696731806363524,0.0004428418393930075
488,1,1,total,"(n,Xt)",0.0,0.0
488,1,1,total,heating-local,0.0,0.0
488,1,1,total,absorption,0.0182129735129613,0.0016141110238501845
489,1,1,total,flux,0.05633989326826781,0.00024432857947004094
489,1,1,total,"(n,Xt)",0.0,0.0
489,1,1,total,heating-local,0.0,0.0
489,1,1,total,absorption,0.018423690292897824,0.0023238138572441135
490,1,1,total,flux,0.05631658856892061,0.0006184582166083811
490,1,1,total,"(n,Xt)",0.0,0.0
490,1,1,total,heating-local,0.0,0.0
490,1,1,total,absorption,0.01567386284553742,0.0015359788424137088
491,1,1,total,flux,0.05701201878623653,0.0005521005911576671
491,1,1,total,"(n,Xt)",0.0,0.0
491,1,1,total,heating-local,0.0,0.0
491,1,1,total,absorption,0.01699978971707146,0.0019519718066094258
492,1,1,total,flux,0.05658872008177076,0.0004072687715570425
492,1,1,total,"(n,Xt)",0.0,0.0
492,1,1,total,heating-local,0.0,0.0
492,1,1,total,absorption,0.01533049168371603,0.0014805358285246504
493,1,1,total,flux,0.056712915986952495,0.0002904397541694869
493,1,1,total,"(n,Xt)",0.0,0.0
493,1,1,total,heating-local,0.0,0.0
493,1,1,total,absorption,0.017058680275620956,0.0011291051574892034
494,1,1,total,flux,0.05716243527442159,0.0003083911956449888
494,1,1,total,"(n,Xt)",0.0,0.0
494,1,1,total,heating-local,0.0,0.0
494,1,1,total,absorption,0.016313596842963084,0.000887672793008993
495,1,1,total,flux,0.05702958194064152,0.000555283680496707
495,1,1,total,"(n,Xt)",0.0,0.0
495,1,1,total,heating-local,0.0,0.0
495,1,1,total,absorption,0.01621413818849571,0.0008549655870556288
496,1,1,total,flux,0.05728226353494784,0.0007278922203991194
496,1,1,total,"(n,Xt)",0.0,0.0
496,1,1,total,heating-local,0.0,0.0
496,1,1,total,absorption,0.015637896623653343,0.0012004650942981493
497,1,1,total,flux,0.05699232733502389,0.000639758404663782
497,1,1,total,"(n,Xt)",0.0,0.0
497,1,1,total,heating-local,0.0,0.0
497,1,1,total,absorption,0.015307037873865888,0.0017121836203768212
498,1,1,total,flux,0.05750177348807021,0.0005176188766303611
498,1,1,total,"(n,Xt)",0.0,0.0
498,1,1,total,heating-local,0.0,0.0
498,1,1,total,absorption,0.01481720155357046,0.001952955072100371
499,1,1,total,flux,0.05832754107590195,0.0006130749030615565
499,1,1,total,"(n,Xt)",0.0,0.0
499,1,1,total,heating-local,0.0,0.0
499,1,1,total,absorption,0.014761212110539101,0.001457770080243464
500,1,1,total,flux,0.05795138241383022,0.0005534702985244527
500,1,1,total,"(n,Xt)",0.0,0.0
500,1,1,total,heating-local,0.0,0.0
500,1,1,total,absorption,0.01569652091822398,0.0017013966001034185
501,1,1,total,flux,0.05762281462940168,0.0004659481151144177
501,1,1,total,"(n,Xt)",0.0,0.0
501,1,1,total,heating-local,0.0,0.0
501,1,1,total,absorption,0.016067144052010464,0.0018350163882669308
502,1,1,total,flux,0.05720770958790572,0.00044327468738719633
502,1,1,total,"(n,Xt)",0.0,0.0
502,1,1,total,heating-local,0.0,0.0
502,1,1,total,absorption,0.016148677600891764,0.001697746215975807
503,1,1,total,flux,0.05776869005509054,0.0004089935570268286
503,1,1,total,"(n,Xt)",0.0,0.0
503,1,1,total,heating-local,0.0,0.0
503,1,1,total,absorption,0.016597237222160964,0.001573935509036581
