mesh 2,mesh 2,mesh 2,nuclide,score,mean,std. dev.
138,1,1,total,absorption,3.7295324234222604e-08,3.7295324234222604e-08
139,1,1,total,flux,7.200132072251436e-06,3.943580892728352e-06
139,1,1,total,"(n,Xt)",0.0,0.0
139,1,1,total,heating-local,0.0,0.0
139,1,1,total,absorption,3.690499708566174e-08,3.690499708566174e-08
140,1,1,total,flux,8.232132231454493e-06,3.841722216169694e-06
140,1,1,total,"(n,Xt)",0.0,0.0
140,1,1,total,heating-local,0.0,0.0
140,1,1,total,absorption,3.6534661324095396e-08,3.6534661324095396e-08
141,1,1,total,flux,9.184403734102831e-06,4.027787772912458e-06
141,1,1,total,"(n,Xt)",0.0,0.0
141,1,1,total,heating-local,0.0,0.0
141,1,1,total,absorption,3.618279358611697e-08,3.618279358611697e-08
142,1,1,total,flux,9.092509974349198e-06,3.99362256263235e-06
142,1,1,total,"(n,Xt)",0.0,0.0
142,1,1,total,heating-local,0.0,0.0
142,1,1,total,absorption,3.5848025006682364e-08,3.5848025006682364e-08
143,1,1,total,flux,9.005627596291333e-06,3.9613246255389e-06
143,1,1,total,"(n,Xt)",0.0,0.0
143,1,1,total,heating-local,0.0,0.0
143,1,1,total,absorption,3.552912177320542e-08,3.552912177320541e-08
144,1,1,total,flux,8.762758659417684e-06,3.6279067069333765e-06
144,1,1,total,"(n,Xt)",0.0,0.0
144,1,1,total,heating-local,0.0,0.0
144,1,1,total,absorption,3.522496858154844e-08,3.522496858154844e-08
145,1,1,total,flux,7.670255663247328e-06,3.4387558173154958e-06
145,1,1,total,"(n,Xt)",0.0,0.0
145,1,1,total,heating-local,0.0,0.0
145,1,1,total,absorption,2.8578345172480955e-08,2.8578345172480955e-08
146,1,1,total,flux,4.258148781484351e-06,1.9521685654349983e-06
146,1,1,total,"(n,Xt)",0.0,0.0
146,1,1,total,heating-local,0.0,0.0
146,1,1,total,absorption,0.0,0.0
147,1,1,total,flux,2.9307215219044027e-06,1.961595281478902e-06
147,1,1,total,"(n,Xt)",0.0,0.0
147,1,1,total,heating-local,0.0,0.0
147,1,1,total,absorption,0.0,0.0
148,1,1,total,flux,2.9160814264547246e-06,1.9509856915379743e-06
148,1,1,total,"(n,Xt)",0.0,0.0
148,1,1,total,heating-local,0.0,0.0
148,1,1,total,absorption,0.0,0.0
149,1,1,total,flux,2.9021001761046394e-06,1.940896894431151e-06
149,1,1,total,"(n,Xt)",0.0,0.0
149,1,1,total,heating-local,0.0,0.0
149,1,1,total,absorption,0.0,0.0
150,1,1,total,flux,2.8887333610499446e-06,1.9312914859315257e-06
150,1,1,total,"(n,Xt)",0.0,0.0
150,1,1,total,heating-local,0.0,0.0
150,1,1,total,absorption,0.0,0.0
151,1,1,total,flux,3.16334295042641e-06,2.1103325379085056e-06
151,1,1,total,"(n,Xt)",0.0,0.0
151,1,1,total,heating-local,0.0,0.0
151,1,1,total,absorption,0.0,0.0
152,1,1,total,flux,4.177027506605427e-06,2.911837201164961e-06
152,1,1,total,"(n,Xt)",0.0,0.0
152,1,1,total,heating-local,0.0,0.0
152,1,1,total,absorption,0.0,0.0
153,1,1,total,flux,4.164498971523784e-06,2.9060780414374585e-06
153,1,1,total,"(n,Xt)",0.0,0.0
153,1,1,total,heating-local,0.0,0.0
153,1,1,total,absorption,0.0,0.0
154,1,1,total,flux,3.9760538957372245e-06,2.693309433266802e-06
154,1,1,total,"(n,Xt)",0.0,0.0
154,1,1,total,heating-local,0.0,0.0
154,1,1,total,absorption,0.0,0.0
155,1,1,total,flux,3.147568981680274e-06,1.6606511975246884e-06
155,1,1,total,"(n,Xt)",0.0,0.0
155,1,1,total,heating-local,0.0,0.0
155,1,1,total,absorption,0.0,0.0
156,1,1,total,flux,6.313614984293399e-06,3.1282998899656532e-06
156,1,1,total,"(n,Xt)",0.0,0.0
156,1,1,total,heating-local,0.0,0.0
156,1,1,total,absorption,0.0,0.0
157,1,1,total,flux,1.0259150335839156e-05,6.269550061478481e-06
157,1,1,total,"(n,Xt)",0.0,0.0
157,1,1,total,heating-local,0.0,0.0
157,1,1,total,absorption,0.0,0.0
158,1,1,total,flux,1.0998597676905672e-05,5.1817648440459575e-06
158,1,1,total,"(n,Xt)",0.0,0.0
158,1,1,total,heating-local,0.0,0.0
158,1,1,total,absorption,1.116919736686327e-09,1.116919736686327e-09
159,1,1,total,flux,7.3514578322659135e-06,3.065517814112583e-06
159,1,1,total,"(n,Xt)",0.0,0.0
159,1,1,total,heating-local,0.0,0.0
159,1,1,total,absorption,1.8311164045716158e-09,1.831116404571616e-09
160,1,1,total,flux,9.038562250592756e-06,2.9989679896208635e-06
160,1,1,total,"(n,Xt)",0.0,0.0
160,1,1,total,heating-local,0.0,0.0
160,1,1,total,absorption,1.8275493614736006e-09,1.8275493614736006e-09
161,1,1,total,flux,1.012223175088345e-05,3.4360789980754603e-06
161,1,1,total,"(n,Xt)",0.0,0.0
161,1,1,total,heating-local,0.0,0.0
161,1,1,total,absorption,1.82406897558152e-09,1.82406897558152e-09
162,1,1,total,flux,7.559584143533442e-06,2.0917901769949435e-06
162,1,1,total,"(n,Xt)",0.0,0.0
162,1,1,total,heating-local,0.0,0.0
162,1,1,total,absorption,1.8206723052636464e-09,1.8206723052636464e-09
163,1,1,total,flux,6.3479316397537966e-06,2.1478738075812397e-06
163,1,1,total,"(n,Xt)",0.0,0.0
163,1,1,total,heating-local,0.0,0.0
163,1,1,total,absorption,1.8173565384393899e-09,1.81735653843939e-09
164,1,1,total,flux,8.927031720714062e-06,2.7666133043582965e-06
164,1,1,total,"(n,Xt)",0.0,0.0
164,1,1,total,heating-local,0.0,0.0
164,1,1,total,absorption,1.81411898553693e-09,1.81411898553693e-09
165,1,1,total,flux,1.0126149679283154e-05,3.6966126436574497e-06
165,1,1,total,"(n,Xt)",0.0,0.0
165,1,1,total,heating-local,0.0,0.0
165,1,1,total,absorption,1.8109570729071863e-09,1.8109570729071863e-09
166,1,1,total,flux,1.1211761661396448e-05,3.7867082461354047e-06
166,1,1,total,"(n,Xt)",0.0,0.0
166,1,1,total,heating-local,0.0,0.0
166,1,1,total,absorption,5.457456887096343e-09,5.457456887096343e-09
167,1,1,total,flux,1.380554663798937e-05,4.782680837228243e-06
167,1,1,total,"(n,Xt)",0.0,0.0
167,1,1,total,heating-local,0.0,0.0
167,1,1,total,absorption,8.016788793017637e-09,8.016788793017638e-09
168,1,1,total,flux,1.412547322431212e-05,5.015509187231775e-06
168,1,1,total,"(n,Xt)",0.0,0.0
168,1,1,total,heating-local,0.0,0.0
168,1,1,total,absorption,7.958492529984823e-09,7.958492529984823e-09
169,1,1,total,flux,1.3975994855893649e-05,4.949516911722435e-06
169,1,1,total,"(n,Xt)",0.0,0.0
169,1,1,total,heating-local,0.0,0.0
169,1,1,total,absorption,7.902660694161067e-09,7.902660694161067e-09
170,1,1,total,flux,1.3841034349380892e-05,4.891280820795769e-06
170,1,1,total,"(n,Xt)",0.0,0.0
170,1,1,total,heating-local,0.0,0.0
170,1,1,total,absorption,7.849135731756149e-09,7.849135731756149e-09
171,1,1,total,flux,2.0315857150845857e-05,7.5856143162739445e-06
171,1,1,total,"(n,Xt)",0.0,0.0
171,1,1,total,heating-local,0.0,0.0
171,1,1,total,absorption,6.232609865216773e-08,5.421858274945014e-08
172,1,1,total,flux,2.36397905517691e-05,1.059061099252944e-05
172,1,1,total,"(n,Xt)",0.0,0.0
172,1,1,total,heating-local,0.0,0.0
172,1,1,total,absorption,1.1365626541832747e-07,8.293256502906877e-08
173,1,1,total,flux,1.8145256912275077e-05,8.734492354828221e-06
173,1,1,total,"(n,Xt)",0.0,0.0
173,1,1,total,heating-local,0.0,0.0
173,1,1,total,absorption,2.4569661279321044e-07,2.1368560526554782e-07
174,1,1,total,flux,1.3751390783020236e-05,8.4631213201348e-06
174,1,1,total,"(n,Xt)",0.0,0.0
174,1,1,total,heating-local,0.0,0.0
174,1,1,total,absorption,2.1093029179287244e-07,2.109302917928724e-07
175,1,1,total,flux,1.2174410752522557e-05,7.035592134491702e-06
175,1,1,total,"(n,Xt)",0.0,0.0
175,1,1,total,heating-local,0.0,0.0
175,1,1,total,absorption,2.015805331982613e-07,2.015805331982613e-07
176,1,1,total,flux,1.0807659879893371e-05,6.653354758476113e-06
176,1,1,total,"(n,Xt)",0.0,0.0
176,1,1,total,heating-local,0.0,0.0
176,1,1,total,absorption,1.9726776633803776e-07,1.9726776633803776e-07
177,1,1,total,flux,9.591131658884802e-06,6.648258744839282e-06
177,1,1,total,"(n,Xt)",0.0,0.0
177,1,1,total,heating-local,0.0,0.0
177,1,1,total,absorption,1.937982786873963e-07,1.937982786873963e-07
178,1,1,total,flux,1.2576984650125208e-05,6.152908788719235e-06
178,1,1,total,"(n,Xt)",5.400667813311998e-15,5.346499629867141e-15
178,1,1,total,heating-local,0.04968496912808109,0.02535507082590769
178,1,1,total,absorption,1.337864286936343e-07,1.1607718011932486e-07
179,1,1,total,flux,1.980700788065844e-05,1.1573719321210075e-05
179,1,1,total,"(n,Xt)",9.102448744318906e-15,9.003176264910226e-15
179,1,1,total,heating-local,0.08750407847715794,0.05189003004824359
179,1,1,total,absorption,5.1984473319441e-07,3.441372894010239e-07
180,1,1,total,flux,1.2057258790240261e-05,7.522018683767028e-06
180,1,1,total,"(n,Xt)",9.298687733797982e-15,9.143933735709549e-15
180,1,1,total,heating-local,0.19245831599046478,0.1480298205075698
180,1,1,total,absorption,6.141088810876055e-07,4.11237962698481e-07
181,1,1,total,flux,2.8076867606881782e-05,1.65664742678904e-05
181,1,1,total,"(n,Xt)",1.0123221024457917e-07,7.287064426584925e-08
181,1,1,total,heating-local,1.251159915986592,0.9371535814989986
181,1,1,total,absorption,1.9121604369060014e-06,1.3969051614060942e-06
182,1,1,total,flux,3.688313544154117e-05,2.8745072565160867e-05
182,1,1,total,"(n,Xt)",2.390368272249924e-07,1.60406511496517e-07
182,1,1,total,heating-local,1.640228716701698,1.2466392475625503
182,1,1,total,absorption,1.4694686654452956e-06,9.481071162771208e-07
183,1,1,total,flux,4.159056610908688e-05,3.084498054688996e-05
183,1,1,total,"(n,Xt)",1.846448178255973e-07,1.3337788635137383e-07
183,1,1,total,heating-local,1.574367674308753,1.2960085523904734
183,1,1,total,absorption,2.00316249351613e-06,1.2881519236181521e-06
184,1,1,total,flux,4.5610588720506846e-05,3.712910511484337e-05
184,1,1,total,"(n,Xt)",1.9229159656166607e-07,1.406713805557904e-07
184,1,1,total,heating-local,1.84918422866822,1.5682053627133885
184,1,1,total,absorption,6.840676024785979e-07,4.2526958591035467e-07
185,1,1,total,flux,3.9802499914769204e-05,3.0218696067008666e-05
185,1,1,total,"(n,Xt)",2.0709855093173235e-07,1.4027933111678474e-07
185,1,1,total,heating-local,1.675198760607832,1.266036524353561
185,1,1,total,absorption,5.432202397180799e-07,3.019742410167532e-07
186,1,1,total,flux,4.0756661352608915e-05,2.5888289311594555e-05
186,1,1,total,"(n,Xt)",1.974638070588538e-07,1.3413745064950748e-07
186,1,1,total,heating-local,1.6423829068597668,1.2619171647115142
186,1,1,total,absorption,1.7192801711613542e-06,1.3826004742929787e-06
187,1,1,total,flux,4.568447013115301e-05,2.4871726828044812e-05
187,1,1,total,"(n,Xt)",4.595105820618714e-07,3.995673113644088e-07
187,1,1,total,heating-local,2.7763396706536043,2.43651005402231
187,1,1,total,absorption,2.0084946127812395e-06,1.3045039031252847e-06
188,1,1,total,flux,3.917774862332054e-05,2.1280273349563612e-05
188,1,1,total,"(n,Xt)",2.335856515069609e-07,1.979182288266608e-07
188,1,1,total,heating-local,1.6719365663696688,1.4497792029455825
188,1,1,total,absorption,3.7534214091371973e-06,2.242223980789802e-06
189,1,1,total,flux,5.882494574272211e-05,2.5786141802936462e-05
189,1,1,total,"(n,Xt)",3.968088539893782e-07,2.8135490505657446e-07
189,1,1,total,heating-local,2.4482933256664348,1.8383655243972064
189,1,1,total,absorption,2.1363483414700793e-06,1.1741796884669446e-06
190,1,1,total,flux,7.259282978865298e-05,2.0481367500990728e-05
190,1,1,total,"(n,Xt)",4.6701036826055666e-07,2.2571470517886143e-07
190,1,1,total,heating-local,2.7014401231113925,1.4700575854914422
190,1,1,total,absorption,2.6965572436629762e-06,1.2492702157751886e-06
191,1,1,total,flux,6.622820228091472e-05,1.7834145679301317e-05
191,1,1,total,"(n,Xt)",4.858777102199511e-07,2.0970364768463606e-07
191,1,1,total,heating-local,2.733982315100482,1.3223001540628503
191,1,1,total,absorption,2.104735486741212e-06,1.1793125280868476e-06
192,1,1,total,flux,7.429715676300099e-05,2.0093175390463236e-05
192,1,1,total,"(n,Xt)",5.845417616319783e-07,2.4685821891384905e-07
192,1,1,total,heating-local,3.2043990577848698,1.44193851017163
192,1,1,total,absorption,2.1196411445052663e-06,1.5182676891354168e-06
193,1,1,total,flux,8.894511555144421e-05,2.9291931878148646e-05
193,1,1,total,"(n,Xt)",7.889448083785076e-07,3.540951266086317e-07
193,1,1,total,heating-local,4.27143101913018,1.9569719245546355
193,1,1,total,absorption,1.8396721011854348e-06,1.0541158177610215e-06
194,1,1,total,flux,8.808327855362445e-05,2.372818217241292e-05
194,1,1,total,"(n,Xt)",6.926541878807958e-07,2.552265676518256e-07
194,1,1,total,heating-local,4.182313001050198,1.5315442554856507
194,1,1,total,absorption,2.475485298818822e-06,1.3288742491624016e-06
195,1,1,total,flux,0.00010024728786607107,2.151270350489682e-05
195,1,1,total,"(n,Xt)",9.001211440606439e-07,3.271986170985515e-07
195,1,1,total,heating-local,5.2165574231293945,1.6059901825180625
195,1,1,total,absorption,2.039822787114612e-06,8.455961778819635e-07
196,1,1,total,flux,0.00013363470579036283,3.567809357019946e-05
196,1,1,total,"(n,Xt)",1.025475630568842e-06,3.725418478736772e-07
196,1,1,total,heating-local,6.464603383866549,2.2002658176343015
196,1,1,total,absorption,2.1916109995303444e-06,8.673529764809766e-07
197,1,1,total,flux,0.00010797321786022104,2.3768219918641525e-05
197,1,1,total,"(n,Xt)",8.382314418643247e-07,2.542976969151214e-07
197,1,1,total,heating-local,5.589296025263046,1.3628783159270115
197,1,1,total,absorption,9.835049964258402e-07,2.977993642789263e-07
198,1,1,total,flux,0.00011068172787230422,2.147392571067283e-05
198,1,1,total,"(n,Xt)",7.751930740145234e-07,2.426502926321717e-07
198,1,1,total,heating-local,5.745322627343166,1.413386578506376
198,1,1,total,absorption,1.5537634337851012e-06,5.777208101533317e-07
199,1,1,total,flux,0.00016249892991215532,3.03015123115215e-05
199,1,1,total,"(n,Xt)",1.3273005849686813e-06,3.3308115001049257e-07
199,1,1,total,heating-local,8.317775936535554,1.8385721906180297
199,1,1,total,absorption,5.785568683720622e-06,3.01571551464431e-06
200,1,1,total,flux,0.00018908151976058292,3.256805415839453e-05
200,1,1,total,"(n,Xt)",1.7823439286957221e-06,4.6255952370022583e-07
200,1,1,total,heating-local,10.462599855252547,2.4173706433807913
200,1,1,total,absorption,3.0404139957815063e-06,8.602921522835415e-07
201,1,1,total,flux,0.00022460505168077783,3.524979929292377e-05
201,1,1,total,"(n,Xt)",1.7467891149972338e-06,3.2664933746671135e-07
201,1,1,total,heating-local,10.154406860017694,1.7914105757150685
201,1,1,total,absorption,9.097378762335158e-06,4.599418999104093e-06
202,1,1,total,flux,0.00027189528654285517,4.801580475824816e-05
202,1,1,total,"(n,Xt)",2.4035257007169837e-06,6.673981832180208e-07
202,1,1,total,heating-local,14.13851000238034,3.4782448071999035
202,1,1,total,absorption,6.4547588694549696e-06,2.362706888873476e-06
203,1,1,total,flux,0.0002614724279297647,3.2665727354991354e-05
203,1,1,total,"(n,Xt)",2.2566167830926507e-06,3.390432428902719e-07
203,1,1,total,heating-local,15.676728124238414,3.141553995858873
203,1,1,total,absorption,8.285676497715742e-06,2.7591101257668348e-06
204,1,1,total,flux,0.00030382272403048664,3.255641170725447e-05
204,1,1,total,"(n,Xt)",2.540050858394817e-06,3.833213645526001e-07
204,1,1,total,heating-local,16.871564671190225,2.7368026852456233
204,1,1,total,absorption,6.7261153137943465e-06,2.327701003469654e-06
205,1,1,total,flux,0.0003192974339441503,3.958533167082714e-05
205,1,1,total,"(n,Xt)",2.803577799522576e-06,4.374597862734633e-07
205,1,1,total,heating-local,18.748802722950266,3.2625470241387315
205,1,1,total,absorption,6.1652431602542265e-06,1.550414790596053e-06
206,1,1,total,flux,0.0003666214046333584,4.917011388367808e-05
206,1,1,total,"(n,Xt)",3.7976675710430673e-06,7.200040471953074e-07
206,1,1,total,heating-local,23.983183983367432,5.245184782004308
206,1,1,total,absorption,7.978505132748747e-06,1.8900503247427798e-06
207,1,1,total,flux,0.0003761465722900426,6.653238976573361e-05
207,1,1,total,"(n,Xt)",4.380437403716347e-06,1.0733918001748395e-06
207,1,1,total,heating-local,26.315286580109973,6.318028621505708
207,1,1,total,absorption,9.585561669734237e-06,4.156852107132455e-06
208,1,1,total,flux,0.0003611503381268431,6.34793567176184e-05
208,1,1,total,"(n,Xt)",4.419637547157624e-06,1.0903131342826576e-06
208,1,1,total,heating-local,26.938421527120283,5.656153539121851
208,1,1,total,absorption,8.830877511708012e-06,2.8608385135766414e-06
209,1,1,total,flux,0.00044885674184662604,6.841174018525333e-05
209,1,1,total,"(n,Xt)",5.530667790423316e-06,1.230843517630159e-06
209,1,1,total,heating-local,32.5509142711401,6.29930787407515
209,1,1,total,absorption,1.017383577778851e-05,2.236923423291296e-06
210,1,1,total,flux,0.00046760165669509446,6.460804724188383e-05
210,1,1,total,"(n,Xt)",5.339621546494495e-06,1.0648685675424926e-06
210,1,1,total,heating-local,30.193048461715307,5.389600256142116
210,1,1,total,absorption,1.2456895216739867e-05,3.44201276122547e-06
211,1,1,total,flux,0.0006043701150738095,7.854956790279121e-05
211,1,1,total,"(n,Xt)",6.169651466897015e-06,6.763454142694813e-07
211,1,1,total,heating-local,34.829822931819216,3.259082888859872
211,1,1,total,absorption,1.146943953993554e-05,1.8910720579693303e-06
212,1,1,total,flux,0.0005790532333187606,7.526819953480797e-05
212,1,1,total,"(n,Xt)",5.892247462040364e-06,6.755924542129134e-07
212,1,1,total,heating-local,33.30152534254708,2.9928918408378937
212,1,1,total,absorption,1.2956106271029035e-05,2.2023666972780336e-06
213,1,1,total,flux,0.000618455598272968,8.343548037824141e-05
213,1,1,total,"(n,Xt)",6.279231488490026e-06,6.88409726853312e-07
213,1,1,total,heating-local,34.45473043062576,2.962417517909978
213,1,1,total,absorption,1.2538535339039616e-05,2.597955038060925e-06
214,1,1,total,flux,0.0006495669438305125,8.042297643872183e-05
214,1,1,total,"(n,Xt)",6.11748401657192e-06,6.548484937350802e-07
214,1,1,total,heating-local,34.93363263601266,3.6506784932200116
214,1,1,total,absorption,1.2338405845241344e-05,1.5788673801922124e-06
215,1,1,total,flux,0.0007300055965238606,6.458184861912149e-05
215,1,1,total,"(n,Xt)",6.637071400691667e-06,4.471112754516154e-07
215,1,1,total,heating-local,37.49570057722907,2.7529522248268923
215,1,1,total,absorption,1.7714926974794714e-05,3.30979131267341e-06
216,1,1,total,flux,0.0007918244279426503,5.834983564568589e-05
216,1,1,total,"(n,Xt)",7.741541230514061e-06,7.004637355493408e-07
216,1,1,total,heating-local,43.448154933058646,3.179065091885252
216,1,1,total,absorption,1.4601446647144152e-05,2.383170069460008e-06
217,1,1,total,flux,0.00080978462703288,5.738920967321333e-05
217,1,1,total,"(n,Xt)",7.911457891537032e-06,6.206418287044615e-07
217,1,1,total,heating-local,43.99273915734096,2.7541871426820173
217,1,1,total,absorption,1.9162713375817305e-05,5.597941264410082e-06
218,1,1,total,flux,0.0009181957858929,5.672037562191578e-05
218,1,1,total,"(n,Xt)",8.32219230576604e-06,4.145916792705042e-07
218,1,1,total,heating-local,46.77531327959752,1.5492551127425542
218,1,1,total,absorption,2.1290036501775382e-05,6.00549201789092e-06
219,1,1,total,flux,0.0008733094380753717,6.315363623076463e-05
219,1,1,total,"(n,Xt)",7.239713132727606e-06,6.094164742259026e-07
219,1,1,total,heating-local,42.55068557183519,3.810773939068358
219,1,1,total,absorption,2.3622103184416105e-05,5.914898140883407e-06
220,1,1,total,flux,0.0008942477107444881,6.765374480418442e-05
220,1,1,total,"(n,Xt)",7.191747400739763e-06,5.648886941177943e-07
220,1,1,total,heating-local,41.57670587506093,2.957516827622371
220,1,1,total,absorption,2.744085043722149e-05,6.703206594877776e-06
221,1,1,total,flux,0.0010648511020292573,6.54363212707322e-05
221,1,1,total,"(n,Xt)",9.119155095219027e-06,1.0258010045892247e-06
221,1,1,total,heating-local,51.74072155999253,5.183299812127899
221,1,1,total,absorption,3.2457531712565535e-05,8.045187602166991e-06
222,1,1,total,flux,0.0012991020248524054,8.695739729196385e-05
222,1,1,total,"(n,Xt)",1.1225814488048157e-05,9.217605582266229e-07
222,1,1,total,heating-local,67.90321783274472,6.490343158174866
222,1,1,total,absorption,3.258358598113992e-05,4.156853733373766e-06
223,1,1,total,flux,0.0014602799820343474,9.21539006463968e-05
223,1,1,total,"(n,Xt)",1.2106225543931891e-05,8.674403266932041e-07
223,1,1,total,heating-local,73.40312668715912,6.4357845976107795
223,1,1,total,absorption,3.946368429780926e-05,6.716883350642578e-06
224,1,1,total,flux,0.0015963863201760408,0.00010481490901412706
224,1,1,total,"(n,Xt)",1.337287878971874e-05,1.0182855925590927e-06
224,1,1,total,heating-local,81.77409199008368,6.567742985270502
224,1,1,total,absorption,5.3174164802419625e-05,9.867785860477367e-06
225,1,1,total,flux,0.001643461119368353,0.00011222626661570127
225,1,1,total,"(n,Xt)",1.4052268543066887e-05,1.2802466539969002e-06
225,1,1,total,heating-local,82.60357747208468,4.787678867696483
225,1,1,total,absorption,3.7715011757989094e-05,5.8484797770628064e-06
226,1,1,total,flux,0.0017813089844405181,9.280819503645154e-05
226,1,1,total,"(n,Xt)",1.422345101720025e-05,1.3421494568019448e-06
226,1,1,total,heating-local,83.16023760714788,6.742315742133367
226,1,1,total,absorption,3.649707009540639e-05,5.785290523371613e-06
227,1,1,total,flux,0.0019274331661483658,0.00010350848143590611
227,1,1,total,"(n,Xt)",1.660386079264719e-05,1.6113309676923287e-06
227,1,1,total,heating-local,100.66348849868439,9.770579807669648
227,1,1,total,absorption,6.0055500672859034e-05,1.0866398053110453e-05
228,1,1,total,flux,0.001993902536724623,7.697429170056001e-05
228,1,1,total,"(n,Xt)",1.5405526136847407e-05,1.2986753813487628e-06
228,1,1,total,heating-local,98.88099021427274,7.456206705002933
228,1,1,total,absorption,6.0531884399928515e-05,5.101890133713371e-06
229,1,1,total,flux,0.0021060360276205026,8.077878780561852e-05
229,1,1,total,"(n,Xt)",1.673581166006734e-05,9.878543608974006e-07
229,1,1,total,heating-local,104.34872738343954,6.153292353797881
229,1,1,total,absorption,6.212113277044169e-05,9.53466595682254e-06
230,1,1,total,flux,0.002401538740230304,0.00010927518859044075
230,1,1,total,"(n,Xt)",1.9399490129497228e-05,1.6439036737381034e-06
230,1,1,total,heating-local,120.54326658134296,10.343600472962853
230,1,1,total,absorption,6.48708271061505e-05,7.502423367592409e-06
231,1,1,total,flux,0.0027581589359791632,0.00015003714053430406
231,1,1,total,"(n,Xt)",2.188064374888991e-05,1.6978147800949174e-06
231,1,1,total,heating-local,139.66505818849714,12.627278001023926
231,1,1,total,absorption,8.753795070299778e-05,1.013703623432166e-05
232,1,1,total,flux,0.002984071023433927,0.0001352446698350984
232,1,1,total,"(n,Xt)",2.145308058714406e-05,1.6116898778644915e-06
232,1,1,total,heating-local,133.9981532021061,9.959748254750384
232,1,1,total,absorption,8.220376754281777e-05,1.0676839536971462e-05
233,1,1,total,flux,0.003241675848912375,0.00015587825911862093
233,1,1,total,"(n,Xt)",2.161916510995847e-05,1.5513875275678029e-06
233,1,1,total,heating-local,139.6589115172448,9.001785675856317
233,1,1,total,absorption,9.997166754592023e-05,1.0832735353988592e-05
234,1,1,total,flux,0.003466351966803471,0.00015660210069713869
234,1,1,total,"(n,Xt)",2.3977319466223828e-05,1.488094149252315e-06
234,1,1,total,heating-local,157.12273038264252,9.243160203305253
234,1,1,total,absorption,9.025955536823369e-05,4.946366996923533e-06
235,1,1,total,flux,0.0037931931775224935,0.00019284936641432044
235,1,1,total,"(n,Xt)",2.6855423284020644e-05,2.381759290394464e-06
235,1,1,total,heating-local,173.643970002823,14.242327553050254
235,1,1,total,absorption,9.884093215097584e-05,1.0751686856877995e-05
236,1,1,total,flux,0.004129945498495598,0.00025225386843162547
236,1,1,total,"(n,Xt)",2.855369063602249e-05,2.2710974780858948e-06
236,1,1,total,heating-local,188.89432897830028,13.75125634534374
236,1,1,total,absorption,0.00011454873602402497,1.1986759845998005e-05
237,1,1,total,flux,0.004574840108687734,0.0002461039841944724
237,1,1,total,"(n,Xt)",3.1165558458395166e-05,2.149724936438423e-06
237,1,1,total,heating-local,204.00945007305378,11.58179117165449
237,1,1,total,absorption,0.00011909198244419355,1.2069172888508247e-05
238,1,1,total,flux,0.004980634600612949,0.00020857492735239792
238,1,1,total,"(n,Xt)",3.2828290375246165e-05,1.9304917300213302e-06
238,1,1,total,heating-local,212.29098058235905,11.038934257832793
238,1,1,total,absorption,0.00014167861808724491,1.1514057725035132e-05
239,1,1,total,flux,0.0053222190120009154,0.00013403844457200576
239,1,1,total,"(n,Xt)",3.708990495117476e-05,1.250743208977458e-06
239,1,1,total,heating-local,234.92506961726275,8.846337509004401
239,1,1,total,absorption,0.00015614529753060367,1.7606436056332333e-05
240,1,1,total,flux,0.0058824124405665885,0.0001803922330497443
240,1,1,total,"(n,Xt)",4.022188514588574e-05,1.683309668105448e-06
240,1,1,total,heating-local,263.5847070735282,10.175946232460058
240,1,1,total,absorption,0.00014907200116037045,1.4547032276558852e-05
241,1,1,total,flux,0.006306920928903786,0.0002539604451526554
241,1,1,total,"(n,Xt)",4.20397334977554e-05,1.8307767075476392e-06
241,1,1,total,heating-local,278.3631734368094,12.797312793160765
241,1,1,total,absorption,0.00016240844998237846,1.789633319234749e-05
242,1,1,total,flux,0.0066900251188986275,0.00031553838549743673
242,1,1,total,"(n,Xt)",4.5778786088371955e-05,2.7291158011696466e-06
242,1,1,total,heating-local,301.9657973079892,17.470067361298078
242,1,1,total,absorption,0.00016308783489663505,2.2534639142839238e-05
243,1,1,total,flux,0.007305245482546398,0.0002603038429837703
243,1,1,total,"(n,Xt)",5.15138152187364e-05,2.3593267011306444e-06
243,1,1,total,heating-local,334.23684824858265,14.766298736299163
243,1,1,total,absorption,0.000177747191631465,1.5094025691199403e-05
244,1,1,total,flux,0.007838890274490334,0.00024471308104141834
244,1,1,total,"(n,Xt)",5.255242922959176e-05,1.7445605808868049e-06
244,1,1,total,heating-local,348.99075519424247,13.068447192427282
244,1,1,total,absorption,0.00019589398519521237,1.0549638113852955e-05
245,1,1,total,flux,0.008370955210899741,0.0002427343873168215
245,1,1,total,"(n,Xt)",5.5044324056212355e-05,2.6614787499280886e-06
245,1,1,total,heating-local,366.2908062099167,19.126354042968682
245,1,1,total,absorption,0.00021992737396246722,1.3762843948539979e-05
246,1,1,total,flux,0.009088221975629899,0.0002310905898808408
246,1,1,total,"(n,Xt)",5.7254716433981535e-05,2.7954873536922685e-06
246,1,1,total,heating-local,395.6236082352124,18.719834363213423
246,1,1,total,absorption,0.0002466607473557019,1.455162239298334e-05
247,1,1,total,flux,0.009847613427691363,0.00019464812667506956
247,1,1,total,"(n,Xt)",6.120987632810313e-05,2.953202131993191e-06
247,1,1,total,heating-local,412.3667491770126,20.15247478538871
247,1,1,total,absorption,0.0002626669953865072,1.75362978245687e-05
248,1,1,total,flux,0.010799079561148927,0.0001646853173120218
248,1,1,total,"(n,Xt)",6.57976752937672e-05,2.398000600824813e-06
248,1,1,total,heating-local,446.4493332915737,18.18412713375289
